Date,Dealer,Region,Vehicle_Model,Fuel_Type,Category,Units_Sold,Unit_Price,Customer_Satisfaction_Score,Revenue,Year,Image_URL
2021-11-10,MG Motors India,South,Hector,Diesel,SUV,22,2965460,7.8,65240120,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-03-09,MG Motors India,South,Astor,Petrol,SUV,8,1246149,9.7,9969192,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-05-29,Volkswagen Prime,Central,Virtus,Diesel,Sedan,35,1016962,9.7,35593670,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-06-09,Nissan Auto World,West,Magnite,Petrol,SUV,13,2886382,5.6,37522966,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-04-18,Nissan Auto World,North,Magnite,Petrol,SUV,26,2290518,9.9,59553468,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-06-15,BYD Electric India,North,e6,Petrol,Electric,12,3009686,5.2,36116232,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2020-04-24,Hyundai Motor Plaza,North,i10,Petrol,Hatchback,16,663868,7.1,10621888,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-08-10,Hyundai Motor Plaza,Central,i20,Petrol,Hatchback,9,568643,8.1,5117787,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-06-28,Nexa Maruti Suzuki,West,Ciaz,Diesel,Sedan,22,1523988,5.0,33527736,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-05-29,Honda Car Hub,North,Jazz,Diesel,Hatchback,48,550344,9.6,26416512,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-01-27,Skoda Auto Hub,West,Kodiaq,Diesel,SUV,44,1957985,6.8,86151340,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-09-03,MG Motors India,South,Hector,Diesel,SUV,19,2881168,7.3,54742192,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-03-17,BYD Electric India,South,Atto 3,Petrol,Electric,7,3149967,8.2,22049769,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2025-04-29,Tata Motors Autoworld,Central,Harrier,Petrol,SUV,35,1826946,8.9,63943110,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-02-20,Ford India Motors,West,Endeavour,Petrol,SUV,46,2449506,8.7,112677276,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-10-26,Nexa Maruti Suzuki,West,Baleno,Diesel,Hatchback,9,896561,8.4,8069049,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-06-27,Honda Car Hub,North,Jazz,Diesel,Hatchback,2,794040,5.3,1588080,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-05-31,Nexa Maruti Suzuki,South,Ciaz,Diesel,Sedan,22,1492019,8.1,32824418,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-09-01,Jeep Drive Hub,Central,Meridian,Diesel,SUV,35,2646223,8.5,92617805,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-08-08,Toyota Trust India,North,Yaris,Petrol,Sedan,39,1036857,5.6,40437423,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-11-03,Renault Drive India,West,Kwid,Petrol,Hatchback,48,623097,5.4,29908656,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-06-25,Tata Motors Autoworld,East,Safari,Diesel,SUV,22,2396415,7.6,52721130,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-09-10,Nissan Auto World,West,Magnite,Diesel,SUV,9,1834653,6.6,16511877,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-03-14,Volkswagen Prime,North,Virtus,Electric,Sedan,8,1715756,7.7,13726048,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-05-21,Toyota Trust India,North,Hyryder,Diesel,SUV,32,2241544,6.6,71729408,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-02-21,Kia Motors Arena,North,Seltos,Diesel,SUV,5,1656217,8.4,8281085,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-08-31,Volkswagen Prime,North,Polo,Petrol,Hatchback,17,760337,5.6,12925729,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-05-19,MG Motors India,South,Hector,Petrol,SUV,25,2560595,5.7,64014875,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-11-02,MG Motors India,East,Hector,Petrol,SUV,49,2492647,9.6,122139703,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-09-07,Honda Car Hub,East,Jazz,Diesel,Hatchback,38,718461,6.4,27301518,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-03-09,Ford India Motors,East,Endeavour,Diesel,SUV,8,2612256,9.5,20898048,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-09-03,Nexa Maruti Suzuki,South,Ciaz,Diesel,Sedan,21,1751163,7.3,36774423,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-06-02,Tata Motors Autoworld,Central,Safari,Diesel,SUV,39,1561989,5.5,60917571,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-07-25,Kia Motors Arena,North,Sonet,Diesel,SUV,46,2103598,8.8,96765508,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-12-11,Honda Car Hub,North,Amaze,Petrol,Sedan,48,1175772,5.9,56437056,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-06-15,Hyundai Motor Plaza,Central,Venue,Diesel,SUV,32,2231649,8.6,71412768,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-08-24,Toyota Trust India,Central,Camry,Petrol,Sedan,20,1318723,5.1,26374460,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-05-01,Skoda Auto Hub,East,Kodiaq,Diesel,SUV,31,1395159,8.7,43249929,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-11-23,MG Motors India,Central,Hector,Petrol,SUV,13,2472985,9.8,32148805,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-07-18,Mahindra First Choice,North,Thar,Diesel,SUV,31,1546537,8.4,47942647,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-01-12,Volkswagen Prime,North,Virtus,Diesel,Sedan,14,1708338,6.1,23916732,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2023-05-10,Nexa Maruti Suzuki,East,Dzire,Petrol,Sedan,49,1242413,5.6,60878237,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-03-31,Renault Drive India,South,Kwid,Diesel,Hatchback,24,613151,6.4,14715624,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-09-03,Tata Motors Autoworld,East,Harrier,Diesel,SUV,43,2107755,9.6,90633465,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-02-10,Mahindra First Choice,West,Thar,Electric,SUV,48,2041625,5.3,97998000,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-01-30,BYD Electric India,East,e6,Diesel,Electric,34,3087778,7.5,104984452,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2025-04-26,Renault Drive India,North,Kwid,Petrol,Hatchback,4,843876,7.9,3375504,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-04-12,Mahindra First Choice,East,Scorpio,Petrol,SUV,21,1558389,9.2,32726169,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-12-28,Hyundai Motor Plaza,East,Creta,Diesel,SUV,49,2279587,9.2,111699763,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-04-20,Skoda Auto Hub,West,Kushaq,Diesel,SUV,4,2561684,9.2,10246736,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-02-23,Ford India Motors,South,Endeavour,Petrol,SUV,6,2873787,8.0,17242722,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-04-06,Renault Drive India,South,Kiger,Petrol,SUV,2,2910761,5.5,5821522,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-10-29,Skoda Auto Hub,South,Slavia,Petrol,Sedan,29,1618523,8.0,46937167,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-10-01,Renault Drive India,South,Kiger,Diesel,SUV,26,1250387,9.1,32510062,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-12-12,Jeep Drive Hub,Central,Meridian,Electric,SUV,17,2965443,6.8,50412531,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-09-27,Toyota Trust India,North,Hyryder,Petrol,SUV,19,2348734,5.7,44625946,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-09-01,BYD Electric India,North,Atto 3,Diesel,Electric,37,3242212,9.3,119961844,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2025-06-24,Nexa Maruti Suzuki,South,Baleno,Diesel,Hatchback,10,885861,6.3,8858610,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-12-17,Volkswagen Prime,North,Polo,Diesel,Hatchback,45,845907,7.6,38065815,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-02-22,Toyota Trust India,North,Camry,Petrol,Sedan,37,1525880,5.0,56457560,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2023-02-08,Jeep Drive Hub,East,Meridian,Electric,SUV,44,2586073,5.5,113787212,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-08-03,Toyota Trust India,Central,Camry,Diesel,Sedan,1,1354733,7.8,1354733,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-11-21,Renault Drive India,Central,Duster,Petrol,SUV,32,1801162,9.3,57637184,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-05-13,Nissan Auto World,North,Terrano,Diesel,SUV,47,1530230,9.6,71920810,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-03-11,Honda Car Hub,South,Amaze,Petrol,Sedan,29,1214264,6.5,35213656,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-01-25,Mahindra First Choice,North,KUV100,Petrol,Hatchback,30,600010,7.3,18000300,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-05-31,MG Motors India,West,Hector,Diesel,SUV,36,2410118,8.9,86764248,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-04-18,Ford India Motors,West,Endeavour,Diesel,SUV,37,2761172,6.3,102163364,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-01-24,Skoda Auto Hub,West,Slavia,Petrol,Sedan,6,1320852,7.6,7925112,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-01-25,Hyundai Motor Plaza,West,i10,Petrol,Hatchback,49,590825,8.1,28950425,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-06-23,Volkswagen Prime,East,Polo,Electric,Hatchback,20,749883,7.0,14997660,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-01-10,Skoda Auto Hub,West,Slavia,Diesel,Sedan,23,941069,5.9,21644587,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-01-29,Renault Drive India,West,Kwid,Diesel,Hatchback,14,541437,5.7,7580118,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-11-17,Tata Motors Autoworld,West,Altroz,Diesel,Hatchback,14,866686,6.5,12133604,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-02-02,Renault Drive India,West,Kiger,Petrol,SUV,16,1633956,7.7,26143296,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-02-19,Skoda Auto Hub,Central,Octavia,Petrol,Sedan,26,1622724,5.3,42190824,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-08-21,Tata Motors Autoworld,West,Tiago,Petrol,Hatchback,26,814365,8.1,21173490,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-11-14,Ford India Motors,West,Endeavour,Diesel,SUV,16,1437401,7.5,22998416,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-08-22,Toyota Trust India,Central,Yaris,Diesel,Sedan,49,1319035,6.2,64632715,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-03-11,Ford India Motors,North,Ecosport,Diesel,SUV,5,2420083,9.3,12100415,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-07-31,Nexa Maruti Suzuki,Central,Baleno,Diesel,Hatchback,23,522383,6.9,12014809,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-08-19,Nexa Maruti Suzuki,Central,Dzire,Diesel,Sedan,21,1320520,9.4,27730920,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-09-22,Skoda Auto Hub,South,Slavia,Diesel,Sedan,49,1219084,7.3,59735116,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-03-01,Toyota Trust India,Central,Camry,Diesel,Sedan,41,1554577,5.7,63737657,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2023-03-15,Volkswagen Prime,West,Virtus,Diesel,Sedan,24,1687476,5.2,40499424,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-10-14,Honda Car Hub,West,City,Petrol,Sedan,34,1371042,7.3,46615428,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-12-18,Honda Car Hub,West,City,Petrol,Sedan,4,1684350,8.7,6737400,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-04-16,Nissan Auto World,Central,Terrano,Electric,SUV,27,2410979,6.6,65096433,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-11-21,Hyundai Motor Plaza,North,i10,Electric,Hatchback,42,632100,6.8,26548200,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-12-14,Mahindra First Choice,East,KUV100,Diesel,Hatchback,29,565830,9.6,16409070,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-08-06,Renault Drive India,North,Duster,Diesel,SUV,12,2882793,9.1,34593516,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-04-06,Skoda Auto Hub,East,Kushaq,Petrol,SUV,29,1747960,9.3,50690840,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-08-06,Skoda Auto Hub,North,Kodiaq,Diesel,SUV,16,2503361,6.1,40053776,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-10-28,Renault Drive India,East,Kwid,Petrol,Hatchback,12,643563,6.3,7722756,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-01-13,Nexa Maruti Suzuki,West,Ciaz,Diesel,Sedan,34,1271427,9.9,43228518,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-11-16,Skoda Auto Hub,East,Octavia,Diesel,Sedan,3,1635348,7.8,4906044,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-09-17,Nissan Auto World,East,Terrano,Petrol,SUV,7,1263507,5.1,8844549,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-04-18,Nissan Auto World,North,Terrano,Petrol,SUV,40,1490310,7.7,59612400,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-11-13,Nexa Maruti Suzuki,North,WagonR,Petrol,Hatchback,41,559168,6.2,22925888,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-01-21,Kia Motors Arena,Central,Sonet,Petrol,SUV,9,2274680,6.0,20472120,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-08-12,Kia Motors Arena,North,Sonet,Diesel,SUV,32,1966202,9.2,62918464,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-06-03,Tata Motors Autoworld,South,Altroz,Diesel,Hatchback,30,744863,8.5,22345890,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-04-24,Skoda Auto Hub,North,Slavia,Diesel,Sedan,14,1123651,5.2,15731114,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2023-12-06,Nexa Maruti Suzuki,Central,Swift,Petrol,Hatchback,35,783318,5.0,27416130,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-07-14,Renault Drive India,West,Kiger,Diesel,SUV,23,2410996,5.5,55452908,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-10-14,Renault Drive India,North,Kwid,Diesel,Hatchback,7,847286,6.2,5931002,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-03-09,Kia Motors Arena,North,Sonet,Diesel,SUV,27,1224836,8.6,33070572,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-02-25,Honda Car Hub,Central,City,Diesel,Sedan,21,1535657,8.2,32248797,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-02-07,Toyota Trust India,North,Camry,Petrol,Sedan,19,1468022,9.4,27892418,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-10-05,Jeep Drive Hub,Central,Compass,Electric,SUV,13,1801783,8.8,23423179,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
